duration,protocol_type,service,flag,src_bytes,dst_bytes,hot,num_failed_logins,logged_in,num_compromised,num_root,num_file_creations,num_shells,num_access_files,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,label,attack_type,attack_type_encoded
0,1,32,5,0,0,0,0,0,0,0,0,0,0,248,2,1.0,0.0,0.01,0.06,0.0,neptune,DoS,0
507,1,57,9,437,14421,0,0,1,3,0,0,0,1,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,279,7,1.0,0.0,0.03,0.06,0.0,neptune,DoS,0
0,1,22,9,227,6588,0,0,1,0,0,0,0,0,5,22,0.0,0.0,1.0,0.0,0.18,normal,Normal,1
0,1,22,9,215,10499,0,0,1,0,0,0,0,0,14,14,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,241,1400,0,0,1,0,0,0,0,0,33,33,0.0,0.03,1.0,0.0,0.0,normal,Normal,1
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,12,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,1,17,5,0,0,0,0,0,0,0,0,0,0,57,16,1.0,0.0,0.28,0.07,0.0,neptune,DoS,0
0,1,22,9,303,555,0,0,1,0,0,0,0,0,9,9,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.5,1.0,0.0,portsweep,Probe,2
0,2,11,9,45,45,0,0,0,0,0,0,0,0,181,181,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
1,2,46,9,105,147,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,43,43,0,0,0,0,0,0,0,0,122,202,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,1,55,5,0,0,0,0,0,0,0,0,0,0,205,17,1.0,0.0,0.08,0.06,0.0,neptune,DoS,0
0,1,22,9,324,2302,0,0,1,0,0,0,0,0,22,28,0.0,0.0,1.0,0.0,0.14,normal,Normal,1
0,1,63,5,0,0,0,0,0,0,0,0,0,0,228,13,1.0,0.0,0.06,0.07,0.0,neptune,DoS,0
0,1,19,5,0,0,0,0,0,0,0,0,0,0,50,11,1.0,0.0,0.22,0.08,0.0,neptune,DoS,0
0,1,2,5,0,0,0,0,0,0,0,0,0,0,262,12,1.0,0.0,0.05,0.06,0.0,neptune,DoS,0
2,1,51,9,1591,372,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
9052,2,41,9,146,105,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.5,0.5,0.0,normal,Normal,1
0,1,22,9,290,3006,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,6,5,0,0,0,0,0,0,0,0,0,0,108,11,1.0,0.0,0.1,0.08,0.0,neptune,DoS,0
0,2,46,9,28,0,0,0,0,0,0,0,0,0,80,80,0.0,0.0,1.0,0.0,0.0,teardrop,DoS,0
0,1,22,9,255,861,0,0,1,0,0,0,0,0,44,44,0.02,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,334,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,warezclient,R2L,3
0,1,19,5,0,0,0,0,0,0,0,0,0,0,258,17,1.0,0.0,0.07,0.05,0.0,neptune,DoS,0
0,1,22,9,302,498,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,61,4,0.0,1.0,0.07,0.1,0.0,neptune,DoS,0
0,2,46,9,28,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,teardrop,DoS,0
0,1,22,9,220,1398,0,0,1,0,0,0,0,0,26,42,0.0,0.0,1.0,0.0,0.05,normal,Normal,1
0,2,11,9,43,69,0,0,0,0,0,0,0,0,120,120,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,44,133,0,0,0,0,0,0,0,0,73,75,0.0,0.0,1.0,0.0,0.03,normal,Normal,1
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,1.0,0.0,1.0,nmap,Probe,2
0,1,62,5,0,0,0,0,0,0,0,0,0,0,135,9,1.0,0.0,0.07,0.06,0.0,neptune,DoS,0
0,1,17,5,0,0,0,0,0,0,0,0,0,0,24,12,1.0,0.0,0.5,0.08,0.0,neptune,DoS,0
0,2,11,9,43,43,0,0,0,0,0,0,0,0,148,228,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,1,19,9,641,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,206,4,0.0,1.0,0.02,0.06,0.0,neptune,DoS,0
0,1,46,1,0,0,0,0,0,0,0,0,0,0,175,1,0.1,0.89,0.01,1.0,0.0,satan,Probe,2
0,1,22,9,310,2794,0,0,1,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,63,10,0.0,1.0,0.16,0.08,0.0,neptune,DoS,0
0,1,51,9,696,333,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,34,4,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,22,5,0,0,0,0,0,0,0,0,0,0,52,19,1.0,0.0,0.37,0.08,0.0,neptune,DoS,0
0,1,34,1,0,0,0,0,0,0,0,0,0,0,125,7,0.0,1.0,0.06,0.06,0.0,neptune,DoS,0
0,1,55,5,0,0,0,0,0,0,0,0,0,0,168,21,1.0,0.0,0.12,0.06,0.0,neptune,DoS,0
0,1,22,9,221,2878,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,145,16,1.0,0.0,0.11,0.06,0.0,neptune,DoS,0
0,0,61,9,181,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.67,0.67,0.0,normal,Normal,1
0,2,11,9,42,42,0,0,0,0,0,0,0,0,9,14,0.0,0.0,1.0,0.0,0.21,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,138,6,1.0,0.0,0.04,0.06,0.0,neptune,DoS,0
0,1,19,9,12,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,3,5,0,0,0,0,0,0,0,0,0,0,276,9,1.0,0.0,0.03,0.06,0.0,neptune,DoS,0
0,1,22,9,210,2790,0,0,1,0,0,0,0,0,10,27,0.0,0.0,1.0,0.0,0.11,normal,Normal,1
0,1,22,9,321,5683,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,248,8,0.0,1.0,0.03,0.06,0.0,neptune,DoS,0
0,1,22,9,329,3982,0,0,1,0,0,0,0,0,2,31,0.0,0.0,1.0,0.0,0.1,normal,Normal,1
0,1,63,1,0,0,0,0,0,0,0,0,0,0,135,7,0.0,1.0,0.05,0.07,0.0,neptune,DoS,0
0,1,10,5,0,0,0,0,0,0,0,0,0,0,220,19,1.0,0.0,0.09,0.05,0.0,neptune,DoS,0
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,44,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,1,22,9,320,379,0,0,1,0,0,0,0,0,9,9,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,212,7,1.0,0.0,0.03,0.05,0.0,neptune,DoS,0
0,1,22,9,225,3762,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,18,5,0,0,0,0,0,0,0,0,0,0,250,13,1.0,0.0,0.05,0.06,0.0,neptune,DoS,0
0,1,46,1,0,0,0,0,0,0,0,0,0,0,132,15,0.0,1.0,0.11,0.05,0.0,neptune,DoS,0
315,2,41,9,146,105,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.67,0.67,0.0,normal,Normal,1
0,1,22,9,247,1416,0,0,1,0,0,0,0,0,11,11,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,353,1483,0,0,1,0,0,0,0,0,3,9,0.0,0.0,1.0,0.0,0.33,normal,Normal,1
0,2,11,9,44,44,0,0,0,0,0,0,0,0,109,189,0.0,0.0,0.99,0.02,0.01,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,146,18,0.0,1.0,0.12,0.05,0.0,neptune,DoS,0
0,1,6,5,0,0,0,0,0,0,0,0,0,0,300,6,1.0,0.0,0.02,0.06,0.0,neptune,DoS,0
2,1,51,9,3065,331,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,2,41,9,102,102,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,259,750,0,0,1,0,0,0,0,0,4,5,0.0,0.0,1.0,0.0,0.4,normal,Normal,1
1082,2,41,9,147,105,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,129,16,1.0,0.0,0.12,0.05,0.0,neptune,DoS,0
0,1,22,9,0,354,0,0,0,0,0,0,0,0,32,32,0.03,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,309,306,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,1.0,1.0,0.0,1.0,normal,Normal,1
0,1,22,9,278,7227,0,0,1,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,46,9,28,0,0,0,0,0,0,0,0,0,82,82,0.0,0.0,1.0,0.0,0.0,teardrop,DoS,0
0,1,22,9,313,761,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,219,1212,0,0,1,0,0,0,0,0,15,15,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,245,9165,0,0,1,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,0.67,normal,Normal,1
0,1,22,9,328,2243,0,0,1,0,0,0,0,0,21,21,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,251,301,0,0,1,0,0,0,0,0,3,7,0.0,0.0,1.0,0.0,0.29,normal,Normal,1
0,1,51,9,2089,335,0,0,1,0,0,0,0,0,2,2,0.0,0.0,0.5,1.0,1.0,normal,Normal,1
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,237,511,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,324,431,0,0,1,0,0,0,0,0,4,5,0.0,0.0,1.0,0.0,0.4,normal,Normal,1
25950,1,46,4,1,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
0,1,2,1,0,0,0,0,0,0,0,0,0,0,110,17,0.0,1.0,0.15,0.05,0.0,neptune,DoS,0
0,2,46,9,105,145,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.25,0.5,0.0,normal,Normal,1
0,1,22,9,218,974,0,0,1,0,0,0,0,0,6,6,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,325,2649,0,0,1,0,0,0,0,0,7,7,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,63,1,0,0,0,0,0,0,0,0,0,0,246,20,0.0,1.0,0.08,0.07,0.0,neptune,DoS,0
0,1,4,1,0,0,0,0,0,0,0,0,0,0,272,19,0.0,1.0,0.07,0.07,0.0,neptune,DoS,0
0,1,6,5,0,0,0,0,0,0,0,0,0,0,259,8,1.0,0.0,0.03,0.07,0.0,neptune,DoS,0
240,1,22,9,328,275,0,0,1,0,0,0,0,0,9,10,0.0,0.0,1.0,0.0,0.2,normal,Normal,1
0,1,4,5,0,0,0,0,0,0,0,0,0,0,294,6,1.0,0.0,0.02,0.05,0.0,neptune,DoS,0
0,1,17,9,9,138,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,46,46,0,0,0,0,0,0,0,0,96,178,0.0,0.0,1.0,0.0,0.02,normal,Normal,1
1,1,51,9,1079,334,0,0,1,0,0,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,45,139,0,0,0,0,0,0,0,0,79,159,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
26,1,18,9,273,903,5,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,190,20,1.0,0.0,0.11,0.06,0.0,neptune,DoS,0
0,1,29,1,0,0,0,0,0,0,0,0,0,0,135,5,0.0,1.0,0.04,0.06,0.0,neptune,DoS,0
0,1,22,9,237,138,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,225,1357,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,123,7,1.0,0.0,0.06,0.06,0.0,neptune,DoS,0
0,1,55,5,0,0,0,0,0,0,0,0,0,0,245,20,1.0,0.0,0.08,0.06,0.0,neptune,DoS,0
0,2,41,9,147,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.33,0.67,0.0,normal,Normal,1
0,1,22,9,262,1011,0,0,1,0,0,0,0,0,3,4,0.0,0.0,1.0,0.0,0.5,normal,Normal,1
0,0,14,9,1032,0,0,0,0,0,0,0,0,0,263,263,0.0,0.0,1.0,0.0,0.0,smurf,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,109,13,1.0,0.0,0.12,0.06,0.0,neptune,DoS,0
0,1,22,9,261,8412,0,0,1,0,0,0,0,0,9,9,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,4,1,0,0,0,0,0,0,0,0,0,0,145,8,0.0,1.0,0.06,0.08,0.0,neptune,DoS,0
0,1,34,1,0,0,0,0,0,0,0,0,0,0,250,2,0.0,1.0,0.01,0.07,0.0,neptune,DoS,0
0,1,22,9,294,1719,0,0,1,0,0,0,0,0,8,8,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,221,981,0,0,1,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,0.67,normal,Normal,1
0,1,22,9,284,10352,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,20,10,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,nmap,Probe,2
0,1,22,9,309,16096,0,0,1,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,334,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,warezclient,R2L,3
0,1,57,5,0,0,0,0,0,0,0,0,0,0,13,4,1.0,0.0,0.31,0.31,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,87,1,1.0,0.0,0.01,0.07,0.0,neptune,DoS,0
0,1,22,9,214,283,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,64,5,0,0,0,0,0,0,0,0,0,0,292,13,1.0,0.0,0.04,0.05,0.0,neptune,DoS,0
0,1,56,5,0,0,0,0,0,0,0,0,0,0,295,18,1.0,0.0,0.06,0.05,0.0,neptune,DoS,0
0,1,23,5,0,0,0,0,0,0,0,0,0,0,143,15,1.0,0.0,0.1,0.06,0.0,neptune,DoS,0
0,2,11,9,46,78,0,0,0,0,0,0,0,0,278,277,0.0,0.0,1.0,0.01,0.0,normal,Normal,1
0,1,19,9,748,0,0,0,1,0,9,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,15,5,0,0,0,0,0,0,0,0,0,0,102,19,1.0,0.0,0.19,0.06,0.0,neptune,DoS,0
0,0,13,9,8,0,0,0,0,0,0,0,0,0,1,46,0.0,0.0,1.0,0.0,1.0,ipsweep,Probe,2
0,1,65,5,0,0,0,0,0,0,0,0,0,0,251,3,1.0,0.0,0.01,0.07,0.0,neptune,DoS,0
0,1,22,9,329,8437,0,0,1,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,19,9,9,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,11,9,46,128,0,0,0,0,0,0,0,0,222,302,0.0,0.0,1.0,0.0,0.01,normal,Normal,1
0,1,19,9,1766,0,0,0,1,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,48,5,0,0,0,0,0,0,0,0,0,0,260,4,1.0,0.0,0.02,0.06,0.0,neptune,DoS,0
9015,1,41,4,1,0,0,0,0,0,0,0,0,0,2,2,0.0,1.0,1.0,0.0,0.0,portsweep,Probe,2
7,1,17,9,8,135,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,266,529,0,0,1,0,0,0,0,0,1,6,0.0,0.0,1.0,0.0,0.67,normal,Normal,1
0,1,19,9,245,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.67,0.67,0.0,normal,Normal,1
0,1,22,9,295,465,0,0,1,0,0,0,0,0,11,12,0.0,0.0,1.0,0.0,0.17,normal,Normal,1
0,1,20,5,0,0,0,0,0,0,0,0,0,0,44,12,1.0,0.0,0.27,0.11,0.0,neptune,DoS,0
0,1,22,9,228,6834,0,0,1,0,0,0,0,0,2,7,0.0,0.0,1.0,0.0,0.57,normal,Normal,1
0,0,14,9,1032,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,0.0,smurf,DoS,0
0,1,25,1,0,0,0,0,0,0,0,0,0,0,272,15,0.0,1.0,0.06,0.06,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,122,19,0.99,0.0,0.16,0.07,0.0,neptune,DoS,0
0,1,65,5,0,0,0,0,0,0,0,0,0,0,287,3,1.0,0.0,0.01,0.05,0.0,neptune,DoS,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,1.0,1.0,0.0,1.0,normal,Normal,1
0,1,41,1,0,0,0,0,0,0,0,0,0,0,486,1,0.08,0.89,0.0,0.95,0.0,satan,Probe,2
0,2,41,9,1,0,0,0,0,0,0,0,0,0,22,6,0.0,0.0,0.27,0.09,0.0,satan,Probe,2
0,1,26,5,0,0,0,0,0,0,0,0,0,0,286,9,1.0,0.0,0.03,0.06,0.0,neptune,DoS,0
0,0,14,9,30,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
1,1,51,9,2078,333,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,19,9,19,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,661,329,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,2,46,9,28,0,0,0,0,0,0,0,0,0,35,34,0.0,0.03,0.97,0.06,0.0,teardrop,DoS,0
0,1,19,5,0,0,0,0,0,0,0,0,0,0,28,2,1.0,0.0,0.07,0.14,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,108,18,1.0,0.0,0.17,0.07,0.0,neptune,DoS,0
0,1,46,5,0,0,0,0,0,0,0,0,0,0,101,5,1.0,0.0,0.05,0.06,0.0,neptune,DoS,0
0,1,51,9,1075,364,0,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,22,9,223,656,0,0,1,0,0,0,0,0,12,21,0.0,0.0,1.0,0.0,0.14,normal,Normal,1
15159,1,18,9,350,1185,6,0,1,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,1.0,warezclient,R2L,3
0,1,22,9,233,2470,0,0,1,0,0,0,0,0,10,10,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,46,5,0,0,0,0,0,0,0,0,0,0,223,10,1.0,0.0,0.04,0.07,0.0,neptune,DoS,0
0,1,12,5,0,0,0,0,0,0,0,0,0,0,223,17,1.0,0.0,0.08,0.06,0.0,neptune,DoS,0
0,1,22,9,201,1938,0,0,1,0,0,0,0,0,19,34,0.0,0.0,1.0,0.0,0.06,normal,Normal,1
0,1,22,9,271,4781,0,0,1,0,0,0,0,0,4,7,0.0,0.0,1.0,0.0,0.29,normal,Normal,1
0,1,19,9,14416,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,227,11564,0,0,1,0,0,0,0,0,5,6,0.0,0.0,1.0,0.0,0.33,normal,Normal,1
0,1,46,1,0,0,0,0,0,0,0,0,0,0,406,1,0.0,1.0,0.0,0.52,0.0,portsweep,Probe,2
0,1,22,9,225,2445,0,0,1,0,0,0,0,0,4,5,0.0,0.0,1.0,0.0,0.4,normal,Normal,1
0,1,22,9,176,426,0,0,1,0,0,0,0,0,6,6,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,27,5,0,0,0,0,0,0,0,0,0,0,143,14,1.0,0.0,0.1,0.06,0.0,neptune,DoS,0
0,1,22,9,227,762,0,0,1,0,0,0,0,0,17,17,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,855,575,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,944,330,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,51,9,954,326,0,0,1,0,0,0,0,0,2,1,0.0,0.0,0.5,1.0,0.0,normal,Normal,1
0,1,63,5,0,0,0,0,0,0,0,0,0,0,201,18,1.0,0.0,0.09,0.06,0.0,neptune,DoS,0
0,1,22,9,166,34660,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,306,2698,0,0,1,0,0,0,0,1,4,5,0.0,0.0,1.0,0.0,0.4,normal,Normal,1
0,1,35,5,0,0,0,0,0,0,0,0,0,0,124,19,1.0,0.0,0.15,0.05,0.0,neptune,DoS,0
0,1,46,1,0,0,0,0,0,0,0,0,0,0,162,1,0.05,0.94,0.01,1.0,0.0,satan,Probe,2
0,0,14,9,1480,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,1.0,0.0,0.5,pod,DoS,0
0,1,26,5,0,0,0,0,0,0,0,0,0,0,277,17,1.0,0.0,0.06,0.05,0.0,neptune,DoS,0
0,1,22,9,313,8549,0,0,1,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,30,5,0,0,0,0,0,0,0,0,0,0,274,22,1.0,0.0,0.08,0.05,0.0,neptune,DoS,0
0,1,54,5,0,0,0,0,0,0,0,0,0,0,141,12,1.0,0.0,0.09,0.06,0.0,neptune,DoS,0
0,1,22,9,285,6008,0,0,1,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
0,1,22,9,226,1411,0,0,1,0,0,0,0,0,8,23,0.0,0.0,1.0,0.0,0.13,normal,Normal,1
0,1,22,9,256,12984,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,normal,Normal,1
1,1,51,9,3740,449,0,0,1,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,1.0,normal,Normal,1
0,1,22,9,224,449,0,0,1,0,0,0,0,0,10,11,0.1,0.0,1.0,0.0,0.18,normal,Normal,1
0,1,31,5,0,0,0,0,0,0,0,0,0,0,103,3,1.0,0.0,0.03,0.07,0.0,neptune,DoS,0
